0	0	0
2	2	0
4	4	0
6	6	0
8	8	0
10	10	0
12	12	0
14	14	0
16	16	0
18	18	0
20	20	0
22	22	0
24	24	0
26	26	0
28	28	0
30	30	0
32	32	0
34	34	0
36	36	0
38	38	0
40	40	0
42	42	0
44	44	0
46	46	0
48	48	0
50	50	0
52	52	0
54	54	0
56	56	0
58	58	0
60	60	0
62	62	0
64	64	0
66	66	0
68	68	0
70	70	0
72	72	0
74	74	0
76	76	0
78	78	0
80	80	0
82	82	0
84	84	0
86	86	0
88	88	0
90	90	0
92	92	0
94	94	0
96	96	0
98	98	0
100	100	0
102	102	0
104	104	0
106	106	0
108	108	0
110	110	0
112	112	0
114	114	0
116	116	0
118	118	0
120	120	0
122	122	0
124	124	0
126	126	0
129	129	0
131	131	0
133	133	0
135	135	0
137	137	0
139	139	0
141	141	0
143	143	0
145	145	0
147	147	0
149	149	0
151	151	0
153	153	0
155	155	0
157	157	0
159	159	0
161	161	0
163	163	0
165	165	0
167	167	0
169	169	0
171	171	0
173	173	0
175	175	0
177	177	0
179	179	0
181	181	0
183	183	0
185	185	0
187	187	0
189	189	0
191	191	0
193	193	0
195	195	0
197	197	0
199	199	0
201	201	0
203	203	0
205	205	0
207	207	0
209	209	0
211	211	0
213	213	0
215	215	0
217	217	0
219	219	0
221	221	0
223	223	0
225	225	0
227	227	0
229	229	0
231	231	0
233	233	0
235	235	0
237	237	0
239	239	0
241	241	0
243	243	0
245	245	0
247	247	0
249	249	0
251	251	0
253	253	0
255	255	0
255	255	0
255	255	2
255	255	4
255	255	6
255	255	8
255	255	10
255	255	12
255	255	14
255	255	16
255	255	18
255	255	20
255	255	22
255	255	24
255	255	26
255	255	28
255	255	30
255	255	32
255	255	34
255	255	36
255	255	38
255	255	40
255	255	42
255	255	44
255	255	46
255	255	48
255	255	50
255	255	52
255	255	54
255	255	56
255	255	58
255	255	60
255	255	62
255	255	64
255	255	66
255	255	68
255	255	70
255	255	72
255	255	74
255	255	76
255	255	78
255	255	80
255	255	82
255	255	84
255	255	86
255	255	88
255	255	90
255	255	92
255	255	94
255	255	96
255	255	98
255	255	100
255	255	102
255	255	104
255	255	106
255	255	108
255	255	110
255	255	112
255	255	114
255	255	116
255	255	118
255	255	120
255	255	122
255	255	124
255	255	126
255	255	129
255	255	131
255	255	133
255	255	135
255	255	137
255	255	139
255	255	141
255	255	143
255	255	145
255	255	147
255	255	149
255	255	151
255	255	153
255	255	155
255	255	157
255	255	159
255	255	161
255	255	163
255	255	165
255	255	167
255	255	169
255	255	171
255	255	173
255	255	175
255	255	177
255	255	179
255	255	181
255	255	183
255	255	185
255	255	187
255	255	189
255	255	191
255	255	193
255	255	195
255	255	197
255	255	199
255	255	201
255	255	203
255	255	205
255	255	207
255	255	209
255	255	211
255	255	213
255	255	215
255	255	217
255	255	219
255	255	221
255	255	223
255	255	225
255	255	227
255	255	229
255	255	231
255	255	233
255	255	235
255	255	237
255	255	239
255	255	241
255	255	243
255	255	245
255	255	247
255	255	249
255	255	251
255	255	253
255	255	255
